disk,cpu_id,sequence_number,timestamp,process_id,action,operation,sector_number,request_size,process_name
"8,16",0,319,0.807994969,2568,I,R,6951296,256,[java]
"8,16",0,320,0.807998529,2568,D,R,6951296,256,[java]
"8,16",0,322,0.816129151,0,C,R,6951296,256,[0]
"8,16",0,326,0.816289767,2568,I,R,6951552,256,[java]
"8,16",0,327,0.816293329,2568,D,R,6951552,256,[java]
"8,16",0,332,0.816329471,2568,I,R,6951808,256,[java]
"8,16",0,334,0.816352943,2568,D,R,6951808,256,[java]
"8,16",0,335,0.817270384,0,C,R,6951552,256,[0]
"8,16",0,336,0.818141222,2491,C,R,6951808,256,[0]
"8,16",3,4,0.820028879,2568,I,R,4498056,256,[java]
"8,16",3,5,0.820034645,2568,D,R,4498056,256,[java]
"8,16",3,7,0.826829975,0,C,R,4498056,256,[0]
"8,16",3,11,0.827112533,2568,I,R,4456448,256,[java]
"8,16",3,12,0.82711714,2568,D,R,4456448,256,[java]
"8,16",3,14,0.837754616,0,C,R,4456448,256,[0]
"8,16",3,18,0.837812328,2568,I,R,4456704,256,[java]
"8,16",3,19,0.837815821,2568,D,R,4456704,256,[java]
"8,16",3,24,0.837872556,2568,I,R,4456960,256,[java]
"8,16",3,26,0.837875265,2568,D,R,4456960,256,[java]
"8,16",3,27,0.83885875,0,C,R,4456704,256,[0]
"8,16",3,28,0.840993858,2857,C,R,4456960,256,[0]
"8,16",2,151,0.860462981,2567,I,R,7438864,256,[java]
"8,16",2,152,0.860475263,2567,D,R,7438864,256,[java]
"8,16",3,32,0.84327693,2569,I,R,4495800,256,[java]
"8,16",3,33,0.843287973,2569,D,R,4495800,256,[java]
"8,16",3,35,0.849077027,0,C,R,4495800,256,[0]
"8,16",3,39,0.849189528,2569,I,R,4116904,256,[java]
"8,16",3,40,0.849192827,2569,D,R,4116904,256,[java]
"8,16",3,42,0.855020471,0,C,R,4116904,256,[0]
"8,16",3,46,0.855066834,2569,I,R,4117160,256,[java]
"8,16",3,47,0.855070048,2569,D,R,4117160,256,[java]
"8,16",3,52,0.855103398,2569,I,R,4117416,256,[java]
"8,16",3,54,0.855105923,2569,D,R,4117416,256,[java]
"8,16",3,55,0.856073638,0,C,R,4117160,256,[0]
"8,16",3,56,0.858343612,2851,C,R,4117416,256,[0]
"8,16",3,60,0.885362558,2569,I,R,4483944,256,[java]
"8,16",3,61,0.885374801,2569,D,R,4483944,256,[java]
"8,16",2,154,0.87076327,0,C,R,7438864,256,[0]
"8,16",2,158,0.870909324,2567,I,R,7072088,256,[java]
"8,16",2,159,0.870913404,2567,D,R,7072088,256,[java]
"8,16",2,161,0.881540069,0,C,R,7072088,256,[0]
"8,16",2,165,0.881597962,2567,I,R,7072344,256,[java]
"8,16",2,166,0.881600999,2567,D,R,7072344,256,[java]
"8,16",2,171,0.881655322,2567,I,R,7072600,256,[java]
"8,16",2,173,0.881657927,2567,D,R,7072600,256,[java]
"8,16",2,174,0.882610508,0,C,R,7072344,256,[0]
"8,16",2,175,0.883843745,2857,C,R,7072600,256,[0]
"8,16",2,179,0.90344995,2569,I,R,3691456,256,[java]
