disk,cpu_id,sequence_number,timestamp,process_id,action,operation,sector_number,request_size,process_name
"8,16",2,263,0.9142771,19244,I,R,1597688,256,[java]
"8,16",2,264,0.914281016,19244,D,R,1597688,256,[java]
"8,16",2,269,0.914341962,19244,I,R,1597944,256,[java]
"8,16",2,271,0.914344638,19244,D,R,1597944,256,[java]
"8,16",2,272,0.915331926,0,C,R,1597688,256,[0]
"8,16",2,273,0.916372331,19173,C,R,1597944,256,[0]
"8,16",1,28,0.877105453,0,C,R,1631032,256,[0]
"8,16",1,32,0.877167901,19280,I,R,1631288,256,[java]
"8,16",1,33,0.87717169,19280,D,R,1631288,256,[java]
"8,16",1,38,0.877243033,19280,I,R,1631544,256,[java]
"8,16",1,40,0.877245752,19280,D,R,1631544,256,[java]
"8,16",1,41,0.878166332,0,C,R,1631288,256,[0]
"8,16",1,42,0.88048111,19620,C,R,1631544,256,[0]
"8,16",1,46,0.918866559,19280,I,R,3695376,168,[java]
"8,16",1,47,0.918879052,19280,D,R,3695376,168,[java]
"8,16",1,49,0.919555865,19606,C,R,3695376,168,[0]
"8,16",1,53,0.919782603,19280,I,R,3291776,256,[java]
"8,16",1,54,0.919786357,19280,D,R,3291776,256,[java]
"8,16",1,56,0.925420802,0,C,R,3291776,256,[0]
"8,16",1,60,0.925494532,19280,I,R,3292032,256,[java]
"8,16",1,61,0.925498568,19280,D,R,3292032,256,[java]
"8,16",1,63,0.927604247,19620,C,R,3292032,256,[0]
"8,16",1,67,0.928818422,19280,I,R,3699592,256,[java]
"8,16",1,68,0.928823686,19280,D,R,3699592,256,[java]
"8,16",1,70,0.939857176,0,C,R,3699592,256,[0]
"8,16",1,74,0.940022821,19280,I,R,3343440,8,[java]
"8,16",1,76,0.940031712,217,D,R,3343440,8,[kworker/1:1H]
"8,16",1,77,0.950737678,0,C,R,3343440,8,[0]
"8,16",1,81,0.950783364,19280,I,R,168592,8,[java]
"8,16",1,83,0.950794498,217,D,R,168592,8,[kworker/1:1H]
"8,16",1,84,0.955548961,0,C,R,168592,8,[0]
"8,16",1,88,0.955580034,19280,I,R,3343208,8,[java]
"8,16",1,90,0.955586494,217,D,R,3343208,8,[kworker/1:1H]
"8,16",1,91,0.956037686,0,C,R,3343208,8,[0]
"8,16",1,95,0.956090761,19280,I,R,3469848,256,[java]
"8,16",1,96,0.956093952,19280,D,R,3469848,256,[java]
"8,16",1,98,0.964699703,0,C,R,3469848,256,[0]
"8,16",1,102,0.964775607,19280,I,R,3470104,256,[java]
"8,16",1,103,0.964779269,19280,D,R,3470104,256,[java]
"8,16",1,105,0.965728019,0,C,R,3470104,256,[0]
"8,16",2,277,0.985483827,19280,I,R,2421168,256,[java]
"8,16",2,279,0.985492359,19280,D,R,2421168,256,[java]
"8,16",2,280,0.993583001,0,C,R,2421168,256,[0]
"8,16",2,284,0.99414984,19280,I,R,2063808,256,[java]
"8,16",2,286,0.994154972,19280,D,R,2063808,256,[java]
"8,16",2,287,1.007564846,0,C,R,2063808,256,[0]
"8,16",2,291,1.007661214,19280,I,R,2064064,256,[java]
"8,16",2,293,1.007665571,19280,D,R,2064064,256,[java]
"8,16",2,297,1.007722157,19280,I,R,2064320,256,[java]
"8,16",2,299,1.007725163,19280,D,R,2064320,256,[java]
"8,16",2,300,1.008576637,0,C,R,2064064,256,[0]
"8,16",2,301,1.009640482,19244,C,R,2064320,256,[0]
"8,16",2,305,1.012219127,19280,I,R,3344112,8,[java]
"8,16",2,307,1.012232735,215,D,R,3344112,8,[kworker/2:1H]
"8,16",2,308,1.02019561,0,C,R,3344112,8,[0]
"8,16",2,312,1.020241326,19280,I,R,772808,256,[java]
"8,16",2,314,1.020245402,19280,D,R,772808,256,[java]
"8,16",2,315,1.031213828,0,C,R,772808,256,[0]
"8,16",2,319,1.031291187,19280,I,R,773064,256,[java]
"8,16",2,320,1.031295419,19280,D,R,773064,256,[java]
"8,16",2,325,1.031357804,19280,I,R,773320,256,[java]
"8,16",2,327,1.031360575,19280,D,R,773320,256,[java]
"8,16",2,328,1.032247054,0,C,R,773064,256,[0]
"8,16",2,329,1.033276981,19173,C,R,773320,256,[0]
"8,16",2,333,1.045796176,19280,I,R,2419928,256,[java]
"8,16",2,335,1.045804647,19280,D,R,2419928,256,[java]
"8,16",2,336,1.055071735,0,C,R,2419928,256,[0]
